avg_pkt_size,pkt_count,flow_duration_sec,bytes_per_sec,dst_port,protocol_tcp,protocol_udp,has_sni,inter_arrival_mean,inter_arrival_std,pkt_size_std,label
248.68,131,0.0902,361141.43,8080,0,1,0,273.55,5.51,21.57,NORMAL
350.46,46,0.1809,89130.6,80,1,1,0,393.39,37.61,66.33,NORMAL
1369.81,188,2.1574,119369.94,8080,0,1,0,392.05,62.69,162.82,NORMAL
933.86,60,0.2384,235067.59,80,0,1,0,173.67,7.57,97.48,NORMAL
472.08,84,0.1819,218028.78,443,1,0,1,74.6,12.33,136.3,NORMAL
1151.51,136,0.4279,366026.16,80,1,1,0,77.73,7.75,338.48,NORMAL
730.7,108,1.0165,77633.03,8080,0,1,0,55.83,1.43,208.07,NORMAL
975.68,60,0.1856,315397.04,8443,0,1,0,95.91,5.7,52.33,NORMAL
507.0,16,0.06,135213.18,8080,0,1,0,544.82,6.82,53.65,NORMAL
1215.39,140,0.4375,388884.6,8080,0,0,0,572.24,52.15,154.96,NORMAL
317.95,133,0.2631,160700.4,80,0,0,0,479.84,111.73,20.16,NORMAL
1105.07,72,0.1941,409992.79,8443,1,1,0,737.03,193.59,355.09,NORMAL
403.95,190,0.1789,428969.8,8443,1,0,0,743.88,172.19,75.88,NORMAL
1319.88,7,0.04,231170.58,8080,0,1,0,435.15,104.43,287.09,NORMAL
1284.1,85,1.4553,75000.64,8080,0,1,0,657.48,112.77,41.42,NORMAL
594.86,172,3.1102,32897.3,8443,0,0,0,543.82,111.49,153.26,NORMAL
1323.42,17,0.3719,60494.13,8443,1,0,0,24.17,5.1,354.36,NORMAL
645.84,114,1.3751,53542.87,443,0,0,1,138.34,20.04,48.59,NORMAL
784.25,60,0.1776,264951.22,443,1,1,1,173.18,40.09,24.46,NORMAL
1390.37,110,0.9061,168785.25,8080,1,0,0,608.23,121.79,293.28,NORMAL
904.71,14,0.0326,388895.69,8443,1,0,0,768.91,161.87,61.39,NORMAL
774.31,47,0.0806,451458.17,443,1,0,1,438.06,70.05,248.76,NORMAL
407.96,178,0.2345,309641.39,8080,1,0,0,522.18,148.23,107.75,NORMAL
1366.08,83,0.2775,408579.77,8080,1,1,0,572.65,21.86,200.9,NORMAL
1126.72,23,0.221,117286.48,8443,1,0,0,627.52,110.23,30.12,NORMAL
528.12,30,0.0831,190577.0,8443,1,0,0,674.91,57.84,22.73,NORMAL
470.02,139,0.1458,448244.39,8080,0,0,0,704.22,209.95,11.09,NORMAL
1226.6,29,0.1047,339641.05,80,0,0,0,384.83,89.01,95.1,NORMAL
1173.81,122,135.7967,1054.55,443,1,1,1,298.95,39.03,245.66,NORMAL
412.68,151,0.1764,353343.09,80,1,1,0,69.46,3.37,120.15,NORMAL
785.61,139,0.2252,484959.4,443,0,0,1,250.53,48.5,95.61,NORMAL
362.15,17,0.0205,300339.8,443,1,1,1,249.42,36.07,70.83,NORMAL
1052.24,41,0.2283,188944.4,443,0,1,1,185.42,49.03,321.96,NORMAL
1049.13,24,0.068,370090.46,443,0,1,1,84.29,15.26,230.74,NORMAL
398.2,117,0.0945,492895.0,8443,0,1,0,750.05,102.93,51.66,NORMAL
775.75,182,0.3811,370489.52,8443,0,1,0,398.94,51.09,206.48,NORMAL
697.65,81,0.324,174387.71,8443,0,1,0,333.34,31.72,96.63,NORMAL
509.48,195,0.3209,309605.92,80,0,1,0,729.46,134.98,62.31,NORMAL
885.0,34,0.0706,426487.91,8443,1,1,0,731.62,197.39,252.81,NORMAL
1143.81,52,0.1354,439245.74,8080,1,1,0,335.67,84.26,171.83,NORMAL
983.98,100,0.3079,319540.15,8080,1,1,0,549.43,50.92,155.99,NORMAL
575.16,111,0.8417,75848.54,80,0,0,0,107.82,27.75,52.35,NORMAL
1384.87,63,1.7438,50033.54,8443,1,1,0,572.02,33.22,390.22,NORMAL
1229.94,122,1.3672,109749.7,443,1,0,1,57.05,4.99,286.04,NORMAL
625.44,80,0.2355,212431.62,443,0,0,1,599.34,39.65,28.04,NORMAL
975.33,61,0.3187,186698.36,8080,0,0,0,251.24,27.75,223.83,NORMAL
221.91,133,0.0688,428990.87,443,0,0,1,297.72,54.95,8.33,NORMAL
781.41,76,0.137,433390.99,8080,0,0,0,526.99,98.04,156.92,NORMAL
694.26,84,0.6521,89435.19,80,1,1,0,586.77,109.89,105.13,NORMAL
1366.49,169,0.56,412362.97,8080,0,1,0,557.97,17.08,413.15,NORMAL
410.96,106,0.1167,373280.25,8080,0,0,0,616.36,25.66,47.53,NORMAL
1399.82,38,0.2352,226128.99,8443,0,1,0,197.7,54.91,163.74,NORMAL
694.43,187,0.3438,377665.21,8443,0,1,0,166.19,30.5,105.94,NORMAL
1288.94,109,0.2996,468911.06,8080,0,0,0,761.72,158.58,418.61,NORMAL
1048.81,179,0.5182,362279.65,443,0,0,1,395.53,43.75,68.99,NORMAL
716.41,76,0.1822,298854.35,8080,0,0,0,355.76,73.67,34.19,NORMAL
305.06,64,0.0505,386488.24,8443,1,0,0,51.0,7.85,48.4,NORMAL
1234.73,27,0.1021,326371.61,443,1,0,1,451.63,4.57,348.78,NORMAL
935.15,138,0.3879,332718.41,8080,1,1,0,709.43,110.35,138.49,NORMAL
611.14,94,0.3615,158925.37,8080,1,1,0,344.97,88.73,206.04,NORMAL
222.73,47,0.0481,217823.06,80,0,0,0,759.27,111.62,22.03,NORMAL
591.9,41,0.0608,399243.46,8080,0,1,0,565.55,67.8,26.64,NORMAL
1194.17,151,2.0294,88855.8,8080,1,1,0,551.93,125.31,290.4,NORMAL
227.44,45,0.0246,415817.73,8080,1,1,0,645.58,188.57,43.76,NORMAL
994.94,93,0.2238,413505.77,80,0,1,0,402.75,87.2,255.48,NORMAL
1139.55,134,0.679,224889.44,443,0,0,1,110.0,14.29,226.57,NORMAL
536.52,102,0.1161,471564.91,8443,0,0,0,509.04,82.74,36.2,NORMAL
497.3,137,0.3427,198795.45,8080,1,0,0,732.8,55.84,149.24,NORMAL
418.63,190,1.1309,70335.85,80,1,1,0,349.92,79.99,138.45,NORMAL
756.5,187,0.6645,212875.53,80,0,0,0,301.7,56.02,125.92,NORMAL
1249.78,118,0.325,453766.37,8080,1,0,0,168.27,35.42,46.34,NORMAL
364.51,94,2.6375,12990.88,80,1,1,0,105.32,10.02,8.07,NORMAL
235.1,158,0.8449,43963.17,8080,0,0,0,127.06,20.18,62.48,NORMAL
1361.35,117,2.1458,74228.47,80,0,0,0,755.6,79.47,322.19,NORMAL
1021.96,173,0.355,497978.26,8080,0,1,0,199.16,38.92,68.0,NORMAL
723.82,82,0.136,436565.58,8443,0,0,0,85.27,11.08,68.44,NORMAL
212.73,80,0.0775,219505.14,8080,1,1,0,196.73,16.75,60.9,NORMAL
809.84,123,0.2812,354270.54,8443,0,0,0,450.43,88.78,214.49,NORMAL
974.21,60,2.5913,22557.17,8443,1,0,0,339.99,79.28,253.42,NORMAL
613.12,102,2.7071,23102.07,8443,1,1,0,192.56,4.76,144.23,NORMAL
858.56,31,0.2204,120757.26,8443,0,0,0,552.81,47.26,250.05,NORMAL
802.09,5,0.0131,305330.4,443,0,0,1,624.71,47.99,190.52,NORMAL
513.26,130,0.146,457095.89,443,0,0,1,737.86,167.2,126.22,NORMAL
1239.01,57,0.1503,469852.26,80,0,1,0,391.35,45.87,245.51,NORMAL
1191.91,7,0.0285,292388.93,443,1,0,1,799.36,197.57,152.81,NORMAL
368.09,100,0.0739,497929.3,80,0,0,0,458.63,135.28,126.39,NORMAL
1368.17,91,0.4146,300317.68,8080,0,0,0,444.53,86.74,201.06,NORMAL
1231.1,191,0.5034,467104.36,8080,0,1,0,591.42,8.83,338.38,NORMAL
1366.67,185,1.4583,173369.93,443,0,0,1,240.33,13.96,439.97,NORMAL
709.69,143,0.4558,222657.76,8080,0,1,0,519.57,11.28,200.66,NORMAL
1102.43,167,0.7159,257156.55,8080,1,1,0,556.53,19.44,258.03,NORMAL
1290.63,15,0.0688,281557.71,8080,1,0,0,762.98,70.34,192.0,NORMAL
991.77,138,0.4537,301652.67,8080,0,1,0,694.93,154.81,41.47,NORMAL
1189.15,89,28.2123,3751.37,80,1,0,0,66.96,7.38,334.86,NORMAL
1134.91,147,22.7612,7329.63,8443,1,1,0,271.5,12.35,332.84,NORMAL
770.25,127,1.8625,52521.51,443,0,0,1,81.42,13.4,43.11,NORMAL
428.38,176,0.3575,210922.02,8080,0,1,0,432.53,10.76,93.55,NORMAL
1089.82,153,1.7753,93921.84,8080,1,0,0,691.84,9.88,119.09,NORMAL
1188.04,107,0.2548,498845.5,443,0,1,1,352.1,10.93,179.56,NORMAL
578.06,50,0.1841,157033.12,8443,1,1,0,311.94,22.46,42.09,NORMAL
730.94,47,0.2587,132816.95,8443,1,0,0,737.38,215.22,108.99,NORMAL
318.71,25,0.0173,460320.89,443,1,1,1,114.39,30.12,78.82,NORMAL
1348.96,196,11.4097,23172.96,80,1,1,0,180.53,48.45,63.15,NORMAL
787.55,116,0.3425,266702.31,8080,1,0,0,190.15,48.3,61.68,NORMAL
429.85,50,0.4389,48964.12,443,1,0,1,778.48,129.62,101.11,NORMAL
596.03,76,0.2373,190898.7,8443,1,1,0,793.61,16.81,128.26,NORMAL
1366.93,47,0.221,290687.83,8080,1,1,0,560.94,117.92,190.04,NORMAL
964.26,26,0.1806,138841.66,443,0,1,1,39.18,1.61,63.73,NORMAL
361.35,74,0.1063,251484.35,80,1,0,0,110.52,20.72,20.9,NORMAL
758.27,109,0.5012,164918.12,8080,1,0,0,265.38,75.98,20.47,NORMAL
696.46,152,1.1499,92061.52,80,1,0,0,188.79,50.13,79.85,NORMAL
975.26,29,0.0667,424261.01,8080,1,0,0,576.32,126.31,298.81,NORMAL
612.85,122,0.7712,96944.63,8080,1,0,0,377.98,49.35,30.54,NORMAL
330.05,7,0.0491,47098.84,443,0,1,1,568.22,117.39,95.19,NORMAL
693.75,7,0.0179,270753.22,8080,1,1,0,726.81,214.03,121.85,NORMAL
856.24,116,0.219,453482.92,80,1,1,0,766.1,192.14,293.24,NORMAL
1222.79,182,3.102,71744.22,443,1,1,1,47.1,1.74,113.76,NORMAL
1253.53,44,0.1869,295078.93,8443,0,1,0,231.29,33.38,268.03,NORMAL
592.2,170,0.2074,485469.6,443,0,0,1,532.69,39.88,157.32,NORMAL
1065.26,163,0.3769,460714.38,80,1,0,0,306.06,12.62,167.46,NORMAL
594.53,103,0.1938,315945.92,8443,0,0,0,81.56,21.34,137.06,NORMAL
782.22,152,0.5989,198512.26,443,0,0,1,794.55,31.86,271.77,NORMAL
1240.81,75,0.355,262127.83,80,0,1,0,537.7,101.2,412.55,NORMAL
474.09,118,0.5056,110646.48,443,1,1,1,308.2,17.28,44.88,NORMAL
1084.95,146,0.7242,218733.5,8080,1,0,0,491.52,81.42,44.75,NORMAL
1332.7,148,0.9303,212012.5,80,1,1,0,610.37,88.99,436.75,NORMAL
456.61,29,0.6164,21481.91,8443,0,0,0,221.64,4.62,133.99,NORMAL
1094.67,29,0.0686,462955.24,443,1,0,1,100.85,8.59,66.05,NORMAL
1340.84,144,0.5613,343967.37,443,1,0,1,304.57,87.78,441.99,NORMAL
493.75,167,2.2044,37405.18,8080,1,1,0,456.08,70.75,166.73,NORMAL
994.75,170,0.4232,399555.85,8080,1,1,0,605.28,104.16,84.07,NORMAL
1107.99,102,0.4378,258136.28,8443,0,1,0,328.02,30.68,290.44,NORMAL
1238.03,134,0.3998,414927.02,8080,1,1,0,205.72,25.35,287.92,NORMAL
749.99,164,0.3779,325435.33,8080,1,1,0,737.64,26.68,178.83,NORMAL
1279.7,112,0.7189,199381.88,8443,1,1,0,257.33,20.26,391.73,NORMAL
317.47,185,0.2474,237420.93,8080,0,0,0,751.61,82.86,47.66,NORMAL
1072.65,124,0.7811,170293.36,8080,1,0,0,295.07,9.87,108.5,NORMAL
1138.28,78,0.3809,233080.3,8080,0,0,0,99.56,3.38,188.37,NORMAL
265.75,159,0.6485,65155.4,8080,0,0,0,563.97,122.08,17.43,NORMAL
643.96,80,0.3272,157426.92,8080,0,0,0,175.66,20.97,149.55,NORMAL
1220.19,25,0.0699,436170.21,8080,0,1,0,413.21,123.33,87.86,NORMAL
701.11,16,0.0227,494877.88,443,1,0,1,519.89,11.12,51.92,NORMAL
927.17,156,1.1181,129361.19,8443,0,0,0,508.35,144.68,134.8,NORMAL
449.41,164,0.1733,425263.82,8080,1,0,0,718.15,191.19,52.57,NORMAL
1001.26,146,0.6769,215969.92,80,0,0,0,53.17,2.26,59.64,NORMAL
1091.7,138,0.5878,256292.21,8443,1,0,0,657.24,127.09,34.92,NORMAL
1389.84,91,0.7112,177826.25,8443,1,0,0,572.23,128.49,481.71,NORMAL
458.08,78,0.1657,215637.4,8080,1,1,0,45.02,7.11,128.57,NORMAL
1220.35,8,0.0206,474949.83,80,0,1,0,606.9,66.41,295.02,NORMAL
793.73,114,2.7455,32957.53,8443,0,1,0,657.29,50.97,148.52,NORMAL
1151.08,66,0.4945,153638.08,8443,1,0,0,224.28,55.54,43.15,NORMAL
1041.42,140,0.2966,491545.37,8443,0,1,0,572.7,142.29,251.84,NORMAL
687.4,130,0.1932,462632.43,80,0,1,0,751.21,97.73,164.75,NORMAL
712.24,103,0.4881,150292.26,80,1,0,0,748.75,142.09,58.41,NORMAL
883.0,41,0.0808,448174.43,8443,1,1,0,401.52,62.31,140.1,NORMAL
510.8,135,5.7205,12054.48,8080,1,1,0,749.35,165.01,105.53,NORMAL
1147.0,30,0.507,67873.13,80,1,0,0,142.01,22.26,236.38,NORMAL
841.26,77,0.1394,464544.41,80,1,0,0,73.92,2.89,102.76,NORMAL
763.28,172,0.4904,267705.17,8080,0,0,0,732.45,70.55,202.43,NORMAL
796.75,70,0.1495,373015.39,8443,1,0,0,269.08,15.59,203.96,NORMAL
560.67,29,0.0658,247004.15,443,0,0,1,610.49,147.27,186.86,NORMAL
671.63,155,0.2476,420479.44,8080,0,1,0,554.77,53.56,123.84,NORMAL
434.09,194,1.4921,56438.28,80,1,1,0,94.16,25.6,124.26,NORMAL
363.15,42,0.2553,59748.13,80,0,0,0,505.28,132.01,46.4,NORMAL
558.45,121,0.1386,487619.46,8443,1,0,0,185.6,38.54,181.26,NORMAL
366.42,115,0.7744,54416.71,443,0,1,1,735.5,212.79,95.78,NORMAL
1205.77,105,1.3795,91778.86,80,0,0,0,22.07,5.43,122.68,NORMAL
677.61,122,2.4706,33461.4,8443,0,0,0,752.77,192.39,177.78,NORMAL
460.11,70,0.0741,434913.2,8443,1,1,0,40.41,10.74,105.71,NORMAL
545.79,57,0.0709,438491.29,8443,0,0,0,82.1,10.35,55.85,NORMAL
889.69,150,0.305,437500.17,80,1,0,0,142.99,15.8,284.43,NORMAL
884.75,123,0.8955,121522.83,8080,0,0,0,199.99,34.91,39.16,NORMAL
276.33,15,0.1148,36093.81,443,1,1,1,579.75,39.49,44.16,NORMAL
1023.08,69,0.2337,302040.07,80,0,1,0,175.98,33.69,308.0,NORMAL
495.19,22,0.0748,145653.95,443,1,1,1,557.24,88.32,123.24,NORMAL
303.93,75,0.0482,473296.78,8080,1,1,0,399.89,90.36,78.53,NORMAL
592.34,49,0.1352,214709.45,443,1,1,1,265.38,7.16,18.43,NORMAL
968.6,163,1.1756,134293.51,8443,1,1,0,668.31,96.0,158.1,NORMAL
785.68,82,0.3476,185319.93,443,0,1,1,501.02,14.17,114.83,NORMAL
220.79,69,0.47,32415.17,8080,1,0,0,404.75,61.0,56.22,NORMAL
271.41,121,0.1623,202292.74,80,0,1,0,619.39,94.54,75.35,NORMAL
1005.71,81,3.8893,20945.24,8080,1,0,0,411.02,44.28,160.91,NORMAL
1037.63,25,0.0624,415604.47,80,0,1,0,518.6,112.79,34.05,NORMAL
316.37,56,0.1314,134867.92,80,1,0,0,63.99,6.59,48.45,NORMAL
958.11,8,0.0378,202716.4,80,1,1,0,721.77,97.58,194.48,NORMAL
206.91,59,0.1554,78570.3,8080,1,1,0,304.83,19.59,26.31,NORMAL
474.51,168,0.8748,91124.96,80,1,0,0,480.63,119.62,113.56,NORMAL
749.37,102,0.5854,130562.43,80,0,0,0,750.22,45.71,25.84,NORMAL
425.81,72,0.067,457741.04,8080,0,0,0,338.28,39.01,135.57,NORMAL
520.9,24,0.0386,323908.65,8443,0,1,0,319.03,70.26,128.67,NORMAL
641.71,93,1.2637,47227.53,8443,0,0,0,672.32,91.49,139.57,NORMAL
589.85,140,0.9324,88568.66,80,1,1,0,765.7,8.75,25.22,NORMAL
398.51,147,0.1218,481020.9,8443,0,0,0,546.43,72.69,101.9,NORMAL
1194.29,39,0.1489,312794.42,8080,0,0,0,654.41,18.87,321.18,NORMAL
619.96,153,0.2841,333925.35,80,1,1,0,591.2,140.43,188.61,NORMAL
1298.4,23,0.073,409223.87,80,0,1,0,683.6,120.53,160.46,NORMAL
210.55,31,0.0252,258633.94,443,1,0,1,339.88,76.92,32.5,NORMAL
338.56,16,0.0229,236421.16,443,0,1,1,710.5,207.49,72.85,NORMAL
667.37,48,0.1034,309838.15,8080,0,0,0,543.78,150.56,220.01,NORMAL
482.45,197,0.4363,217822.1,8080,0,1,0,788.89,114.63,151.86,NORMAL
288.08,149,0.2125,201999.69,8080,1,1,0,386.45,101.11,75.49,NORMAL
1327.13,16,0.0609,348903.73,8443,0,1,0,77.3,17.87,94.57,NORMAL
1089.18,145,0.32,493499.26,80,0,1,0,576.13,37.83,216.74,NORMAL
1063.66,46,0.3994,122494.4,8443,1,0,0,633.93,173.58,276.77,NORMAL
221.25,112,0.1299,190821.95,8080,0,1,0,616.4,131.33,41.2,NORMAL
500.31,170,0.1858,457770.3,80,0,1,0,713.61,79.29,59.89,NORMAL
429.49,110,0.3515,134397.55,443,0,1,1,798.32,158.22,51.94,NORMAL
439.44,11,0.0115,421209.41,8443,0,1,0,45.96,7.78,106.07,NORMAL
832.22,142,1.1576,102086.79,443,0,0,1,93.67,14.36,165.16,NORMAL
1184.91,88,0.2285,456270.85,8080,0,1,0,418.04,94.36,371.91,NORMAL
1032.9,153,0.5659,279238.29,443,1,1,1,365.55,67.05,349.42,NORMAL
927.92,74,0.6849,100250.69,8443,0,0,0,667.16,126.66,140.24,NORMAL
752.39,63,0.1699,279051.34,8080,1,1,0,501.74,98.32,202.15,NORMAL
309.64,159,0.1953,252110.7,8443,0,1,0,468.33,20.73,44.77,NORMAL
1078.24,37,0.6397,62367.37,8080,0,0,0,634.56,82.31,169.59,NORMAL
1094.19,61,0.1477,451905.49,8080,0,0,0,601.07,86.75,330.22,NORMAL
817.31,77,10.3504,6080.24,8080,1,1,0,754.82,94.79,51.86,NORMAL
553.89,197,0.6671,163576.76,8443,0,1,0,378.42,82.24,13.13,NORMAL
1108.77,71,0.1837,428439.58,8443,1,1,0,297.01,5.53,168.15,NORMAL
1251.97,20,0.1038,241141.71,8443,1,0,0,37.53,8.91,292.8,NORMAL
579.76,66,0.7012,54567.22,8443,1,1,0,481.96,54.55,84.72,NORMAL
1346.29,40,0.1353,397881.67,8443,0,1,0,233.84,6.44,165.39,NORMAL
338.66,21,0.0235,302564.54,8443,0,0,0,541.82,55.95,109.51,NORMAL
1341.91,80,0.3477,308709.02,80,1,1,0,405.22,10.3,381.28,NORMAL
1007.09,195,0.4769,411775.01,8080,0,0,0,23.51,4.79,70.7,NORMAL
987.88,157,0.57,272084.27,80,1,1,0,777.91,196.76,146.01,NORMAL
560.38,171,1.2898,74291.74,8443,1,1,0,256.73,56.32,153.01,NORMAL
1128.27,78,0.4875,180514.44,8443,0,1,0,775.7,88.81,168.7,NORMAL
1336.26,111,0.5204,285017.91,80,0,1,0,766.8,62.65,229.99,NORMAL
589.15,14,0.0175,472006.46,80,1,0,0,583.66,35.54,178.25,NORMAL
830.95,183,0.3781,402215.59,443,0,0,1,97.32,12.07,147.03,NORMAL
