avg_pkt_size,pkt_count,flow_duration_sec,bytes_per_sec,dst_port,protocol_tcp,protocol_udp,has_sni,inter_arrival_mean,inter_arrival_std,pkt_size_std,label
0.0,50,0.001,0.0,20,1,0,0,0.02,0.0,0.0,DOS_ATTACK
0.0,262,0.001,0.0,62482,1,0,0,0.0,0.0,0.0,DOS_ATTACK
1963.0,1,2.0,981.5,25,1,0,0,2000.0,788.15,474.45,NORMAL
62.75,4,9052.0,0.03,19227,0,1,0,2263000.0,373237.63,17.1,NORMAL
299.64,11,0.001,3296000.0,80,1,0,0,0.09,0.03,93.25,NORMAL
0.0,108,0.001,0.0,11642,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.35,80,0.001,28000.0,43562,0,1,0,0.01,0.0,0.05,DOS_ATTACK
25.36,44,0.001,1116000.0,80,1,0,0,0.02,0.01,5.24,NORMAL
167.0,2,0.001,334000.0,20,1,0,0,0.5,0.14,55.47,MALWARE_C2
0.0,258,0.001,0.0,20,1,0,0,0.0,0.0,0.0,DOS_ATTACK
80.0,10,0.001,800000.0,80,1,0,0,0.1,0.01,17.88,NORMAL
0.0,61,0.001,0.0,48446,1,0,0,0.02,0.0,0.0,DOS_ATTACK
14.0,2,0.001,28000.0,63817,0,1,0,0.5,0.05,3.03,DOS_ATTACK
62.23,26,0.001,1618000.0,80,1,0,0,0.04,0.01,4.68,NORMAL
0.93,120,0.001,112000.0,44478,0,1,0,0.01,0.0,0.07,NORMAL
2.42,73,0.001,177000.0,56875,0,1,0,0.01,0.0,0.66,NORMAL
8.0,1,0.001,8000.0,29254,0,0,0,1.0,0.08,0.9,PORT_SCAN
0.0,135,0.001,0.0,55430,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,24,0.001,0.0,79,1,0,0,0.04,0.0,0.0,DOS_ATTACK
0.58,148,0.001,86000.0,56194,0,1,0,0.01,0.0,0.06,NORMAL
320.5,2,0.001,641000.0,20,1,0,0,0.5,0.19,33.03,NORMAL
0.0,206,0.001,0.0,41372,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,175,0.001,0.0,9721,1,0,0,0.01,0.0,0.0,PORT_SCAN
776.0,4,0.001,3104000.0,80,1,0,0,0.25,0.09,148.18,NORMAL
0.0,63,0.001,0.0,24073,1,0,0,0.02,0.0,0.0,DOS_ATTACK
1029.0,1,0.001,1029000.0,25,1,0,0,1.0,0.37,218.31,NORMAL
0.0,1,0.001,0.0,19953,1,0,0,1.0,0.19,0.0,PORT_SCAN
0.0,52,0.001,0.0,80,1,0,0,0.02,0.01,0.0,DOS_ATTACK
0.0,125,0.001,0.0,38060,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,168,0.001,0.0,18384,1,0,0,0.01,0.0,0.0,DOS_ATTACK
3099.0,1,0.001,3099000.0,80,1,0,0,1.0,0.12,1014.36,NORMAL
0.0,145,0.001,0.0,51340,1,0,0,0.01,0.0,0.0,DOS_ATTACK
60.33,3,0.001,181000.0,65292,0,0,0,0.33,0.07,9.68,NORMAL
9.33,9,0.001,84000.0,64955,0,1,0,0.11,0.01,2.84,NORMAL
0.0,138,0.001,0.0,62750,1,0,0,0.01,0.0,0.0,DOS_ATTACK
12.0,1,0.001,12000.0,20,1,0,0,1.0,0.25,1.47,NORMAL
0.0,276,0.001,0.0,113,1,0,0,0.0,0.0,0.0,DOS_ATTACK
300.0,10,0.001,3000000.0,80,1,0,0,0.1,0.01,91.63,NORMAL
600.4,10,0.001,6004000.0,80,1,0,0,0.1,0.03,101.52,NORMAL
0.0,248,0.001,0.0,37179,1,0,0,0.0,0.0,0.0,DOS_ATTACK
2155.5,2,0.001,4311000.0,80,1,0,0,0.5,0.03,491.1,NORMAL
0.0,135,0.001,0.0,49290,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,220,0.001,0.0,17139,1,0,0,0.0,0.0,0.0,DOS_ATTACK
8.0,1,0.001,8000.0,44790,0,0,0,1.0,0.39,2.21,PORT_SCAN
77.67,9,0.001,699000.0,80,1,0,0,0.11,0.01,12.12,NORMAL
0.0,212,0.001,0.0,2861,1,0,0,0.0,0.0,0.0,DOS_ATTACK
398.7,10,0.001,3987000.0,80,1,0,0,0.1,0.01,135.36,NORMAL
0.0,250,0.001,0.0,21,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,132,0.001,0.0,33638,1,0,0,0.01,0.0,0.0,DOS_ATTACK
83.67,3,315.0,0.8,41220,0,1,0,105000.0,24561.18,25.33,NORMAL
151.18,11,0.001,1663000.0,80,1,0,0,0.09,0.02,17.58,NORMAL
612.0,3,0.001,1836000.0,80,1,0,0,0.33,0.07,41.89,NORMAL
0.81,109,0.001,88000.0,46394,0,1,0,0.01,0.0,0.21,NORMAL
0.0,146,0.001,0.0,36719,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,300,0.001,0.0,10574,1,0,0,0.0,0.0,0.0,DOS_ATTACK
3396.0,1,2.0,1698.0,25,1,0,0,2000.0,340.78,765.81,NORMAL
204.0,1,0.001,204000.0,56374,0,1,0,1.0,0.33,30.44,NORMAL
252.25,4,0.001,1009000.0,80,1,0,0,0.25,0.09,50.3,NORMAL
126.0,2,1082.0,0.23,10944,0,1,0,541000.0,195554.13,23.0,NORMAL
0.0,129,0.001,0.0,61094,1,0,0,0.01,0.0,0.0,DOS_ATTACK
11.06,32,0.001,354000.0,80,1,0,0,0.03,0.01,3.27,NORMAL
615.0,1,0.001,615000.0,80,1,0,0,1.0,0.13,87.91,NORMAL
0.0,1,0.001,0.0,80,1,0,0,1.0,0.36,0.0,NORMAL
2501.67,3,0.001,7505000.0,80,1,0,0,0.33,0.1,493.37,NORMAL
0.34,82,0.001,28000.0,41591,0,1,0,0.01,0.0,0.07,DOS_ATTACK
1074.0,1,0.001,1074000.0,80,1,0,0,1.0,0.35,241.23,NORMAL
95.4,15,0.001,1431000.0,80,1,0,0,0.07,0.02,11.83,NORMAL
4705.0,2,0.001,9410000.0,80,1,0,0,0.5,0.03,638.82,NORMAL
122.43,21,0.001,2571000.0,80,1,0,0,0.05,0.02,35.6,NORMAL
0.0,1,0.001,0.0,80,1,0,0,1.0,0.09,0.0,NORMAL
184.0,3,0.001,552000.0,80,1,0,0,0.33,0.08,37.38,NORMAL
1212.0,2,0.001,2424000.0,25,1,0,0,0.5,0.16,414.52,NORMAL
0.0,1,0.001,0.0,80,1,0,0,1.0,0.14,0.0,NORMAL
748.0,1,0.001,748000.0,80,1,0,0,1.0,0.37,212.67,NORMAL
188.75,4,0.001,755000.0,80,1,0,0,0.25,0.07,31.25,NORMAL
0.5,2,25950.0,0.0,2309,1,0,0,12975000.0,3123290.24,0.15,PORT_SCAN
0.0,110,0.001,0.0,1726,1,0,0,0.01,0.0,0.0,DOS_ATTACK
62.5,4,0.001,250000.0,56838,0,1,0,0.25,0.08,15.77,NORMAL
198.67,6,0.001,1192000.0,80,1,0,0,0.17,0.06,14.77,NORMAL
424.86,7,0.001,2974000.0,80,1,0,0,0.14,0.05,27.95,NORMAL
0.0,246,0.001,0.0,58537,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,272,0.001,0.0,64583,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,259,0.001,0.0,56796,1,0,0,0.0,0.0,0.0,DOS_ATTACK
67.0,9,240.0,2.51,80,1,0,0,26666.67,5826.83,17.79,NORMAL
0.0,294,0.001,0.0,2152,1,0,0,0.0,0.0,0.0,DOS_ATTACK
147.0,1,0.001,147000.0,79,1,0,0,1.0,0.37,12.44,NORMAL
0.96,96,0.001,92000.0,33098,0,1,0,0.01,0.0,0.08,NORMAL
1413.0,1,1.0,1413.0,25,1,0,0,1000.0,384.17,221.73,NORMAL
2.33,79,0.001,184000.0,39790,0,1,0,0.01,0.0,0.35,NORMAL
1176.0,1,26.0,45.23,21,1,0,0,26000.0,6010.17,367.96,NORMAL
0.0,190,0.001,0.0,50102,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,135,0.001,0.0,43229,1,0,0,0.01,0.0,0.0,DOS_ATTACK
187.5,2,0.001,375000.0,80,1,0,0,0.5,0.16,52.87,NORMAL
1582.0,1,0.001,1582000.0,80,1,0,0,1.0,0.34,279.41,NORMAL
0.0,123,0.001,0.0,45218,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,245,0.001,0.0,41562,1,0,0,0.0,0.0,0.0,DOS_ATTACK
49.0,3,0.001,147000.0,6360,0,1,0,0.33,0.02,11.17,NORMAL
424.33,3,0.001,1273000.0,80,1,0,0,0.33,0.09,101.58,NORMAL
3.92,263,0.001,1032000.0,44979,0,0,0,0.0,0.0,1.02,DOS_ATTACK
0.0,109,0.001,0.0,32864,1,0,0,0.01,0.0,0.0,DOS_ATTACK
963.67,9,0.001,8673000.0,80,1,0,0,0.11,0.03,276.56,NORMAL
0.0,145,0.001,0.0,14702,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,250,0.001,0.0,52506,1,0,0,0.0,0.0,0.0,DOS_ATTACK
251.62,8,0.001,2013000.0,80,1,0,0,0.12,0.03,79.52,NORMAL
601.0,2,0.001,1202000.0,80,1,0,0,0.5,0.03,189.02,NORMAL
5318.0,2,0.001,10636000.0,80,1,0,0,0.5,0.13,486.34,NORMAL
0.0,1,0.001,0.0,25749,1,0,0,1.0,0.33,0.0,PORT_SCAN
5468.33,3,0.001,16405000.0,80,1,0,0,0.33,0.12,1003.03,NORMAL
167.0,2,0.001,334000.0,20,1,0,0,0.5,0.1,29.67,MALWARE_C2
0.0,13,0.001,0.0,23,1,0,0,0.08,0.01,0.0,DOS_ATTACK
0.0,87,0.001,0.0,60015,1,0,0,0.01,0.0,0.0,DOS_ATTACK
248.5,2,0.001,497000.0,80,1,0,0,0.5,0.16,57.77,NORMAL
0.0,292,0.001,0.0,42220,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,295,0.001,0.0,63189,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,143,0.001,0.0,57908,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.45,278,0.001,124000.0,22288,0,1,0,0.0,0.0,0.03,NORMAL
748.0,1,0.001,748000.0,20,1,0,0,1.0,0.29,236.61,NORMAL
0.0,102,0.001,0.0,59413,1,0,0,0.01,0.0,0.0,DOS_ATTACK
8.0,1,0.001,8000.0,31395,0,0,0,1.0,0.11,1.72,PORT_SCAN
0.0,251,0.001,0.0,20085,1,0,0,0.0,0.0,0.0,DOS_ATTACK
2191.5,4,0.001,8766000.0,80,1,0,0,0.25,0.04,357.19,NORMAL
4.5,2,0.001,9000.0,20,1,0,0,0.5,0.17,1.07,NORMAL
0.78,222,0.001,174000.0,8113,0,1,0,0.0,0.0,0.18,NORMAL
883.0,2,0.001,1766000.0,20,1,0,0,0.5,0.19,303.11,NORMAL
0.0,260,0.001,0.0,51421,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.5,2,9015.0,0.0,45045,1,0,0,4507500.0,1504935.85,0.03,PORT_SCAN
143.0,1,7.0,20.43,79,1,0,0,7000.0,2512.77,36.26,NORMAL
795.0,1,0.001,795000.0,80,1,0,0,1.0,0.24,191.9,NORMAL
81.67,3,0.001,245000.0,20,1,0,0,0.33,0.03,22.72,NORMAL
69.09,11,0.001,760000.0,80,1,0,0,0.09,0.01,4.54,NORMAL
0.0,44,0.001,0.0,24317,1,0,0,0.02,0.01,0.0,DOS_ATTACK
3531.0,2,0.001,7062000.0,80,1,0,0,0.5,0.07,1209.68,NORMAL
2.02,511,0.001,1032000.0,38077,0,0,0,0.0,0.0,0.38,DOS_ATTACK
0.0,272,0.001,0.0,31702,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,122,0.001,0.0,60459,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,287,0.001,0.0,49760,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,1,0.001,0.0,80,1,0,0,1.0,0.24,0.0,NORMAL
0.0,486,0.001,0.0,23846,1,0,0,0.0,0.0,0.0,PORT_SCAN
0.05,22,0.001,1000.0,58721,0,1,0,0.05,0.02,0.01,PORT_SCAN
0.0,286,0.001,0.0,2704,1,0,0,0.0,0.0,0.0,DOS_ATTACK
30.0,1,0.001,30000.0,5518,0,0,0,1.0,0.19,3.48,NORMAL
2411.0,1,1.0,2411.0,25,1,0,0,1000.0,89.9,485.76,NORMAL
19.0,1,0.001,19000.0,20,1,0,0,1.0,0.16,1.48,NORMAL
990.0,1,0.001,990000.0,25,1,0,0,1.0,0.08,273.93,NORMAL
0.8,35,0.001,28000.0,12092,0,1,0,0.03,0.0,0.26,DOS_ATTACK
0.0,28,0.001,0.0,20,1,0,0,0.04,0.0,0.0,DOS_ATTACK
0.0,108,0.001,0.0,34738,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,101,0.001,0.0,47199,1,0,0,0.01,0.0,0.0,DOS_ATTACK
1439.0,1,0.001,1439000.0,25,1,0,0,1.0,0.08,265.76,NORMAL
73.25,12,0.001,879000.0,80,1,0,0,0.08,0.03,20.4,NORMAL
1535.0,1,15159.0,0.1,21,1,0,0,15159000.0,5212275.79,516.92,MALWARE_C2
270.3,10,0.001,2703000.0,80,1,0,0,0.1,0.02,87.69,NORMAL
0.0,223,0.001,0.0,41514,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,223,0.001,0.0,55329,1,0,0,0.0,0.0,0.0,DOS_ATTACK
112.58,19,0.001,2139000.0,80,1,0,0,0.05,0.02,23.51,NORMAL
1263.0,4,0.001,5052000.0,80,1,0,0,0.25,0.09,280.77,NORMAL
14416.0,1,0.001,14416000.0,20,1,0,0,1.0,0.4,3856.75,NORMAL
2358.2,5,0.001,11791000.0,80,1,0,0,0.2,0.04,759.81,NORMAL
0.0,406,0.001,0.0,61071,1,0,0,0.0,0.0,0.0,PORT_SCAN
667.5,4,0.001,2670000.0,80,1,0,0,0.25,0.06,193.74,NORMAL
100.33,6,0.001,602000.0,80,1,0,0,0.17,0.05,20.96,NORMAL
0.0,143,0.001,0.0,9081,1,0,0,0.01,0.0,0.0,DOS_ATTACK
58.18,17,0.001,989000.0,80,1,0,0,0.06,0.02,19.03,NORMAL
1430.0,1,0.001,1430000.0,25,1,0,0,1.0,0.23,179.67,NORMAL
1274.0,1,0.001,1274000.0,25,1,0,0,1.0,0.27,149.08,NORMAL
640.0,2,0.001,1280000.0,25,1,0,0,0.5,0.1,152.69,NORMAL
0.0,201,0.001,0.0,32787,1,0,0,0.0,0.0,0.0,DOS_ATTACK
34826.0,1,0.001,34826000.0,80,1,0,0,1.0,0.12,6144.05,NORMAL
751.0,4,0.001,3004000.0,80,1,0,0,0.25,0.09,141.38,NORMAL
0.0,124,0.001,0.0,47540,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,162,0.001,0.0,23447,1,0,0,0.01,0.0,0.0,PORT_SCAN
740.0,2,0.001,1480000.0,42371,0,0,0,0.5,0.07,224.72,DOS_ATTACK
0.0,277,0.001,0.0,1974,1,0,0,0.0,0.0,0.0,DOS_ATTACK
2215.5,4,0.001,8862000.0,80,1,0,0,0.25,0.1,201.66,NORMAL
0.0,274,0.001,0.0,29966,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,141,0.001,0.0,9087,1,0,0,0.01,0.0,0.0,DOS_ATTACK
2097.67,3,0.001,6293000.0,80,1,0,0,0.33,0.03,269.65,NORMAL
204.62,8,0.001,1637000.0,80,1,0,0,0.12,0.04,65.49,NORMAL
13240.0,1,0.001,13240000.0,80,1,0,0,1.0,0.32,1680.62,NORMAL
4189.0,1,1.0,4189.0,25,1,0,0,1000.0,197.41,699.15,NORMAL
67.3,10,0.001,673000.0,80,1,0,0,0.1,0.03,5.91,NORMAL
0.0,103,0.001,0.0,41569,1,0,0,0.01,0.0,0.0,DOS_ATTACK
832.0,1,4.0,208.0,20,1,0,0,4000.0,1382.95,45.07,MALWARE_C2
0.0,246,0.001,0.0,79,1,0,0,0.0,0.0,0.0,DOS_ATTACK
8.0,1,0.001,8000.0,29980,0,0,0,1.0,0.11,2.07,PORT_SCAN
52.86,7,0.001,370000.0,80,1,0,0,0.14,0.06,16.78,NORMAL
18.41,32,0.001,589000.0,80,1,0,0,0.03,0.01,1.16,NORMAL
0.0,125,0.001,0.0,38664,1,0,0,0.01,0.0,0.0,DOS_ATTACK
927.75,8,0.001,7422000.0,20,1,0,0,0.12,0.02,242.66,NORMAL
6541.0,2,0.001,13082000.0,80,1,0,0,0.5,0.09,725.56,NORMAL
2638.0,1,20.0,131.9,25,1,0,0,20000.0,4024.28,789.64,NORMAL
214.33,6,0.001,1286000.0,80,1,0,0,0.17,0.05,71.26,NORMAL
7.22,9,0.001,65000.0,31168,0,0,0,0.11,0.03,0.74,NORMAL
7.0,4,0.001,28000.0,23326,0,1,0,0.25,0.02,2.23,DOS_ATTACK
0.71,171,0.001,122000.0,41460,0,1,0,0.01,0.0,0.2,NORMAL
0.0,250,0.001,0.0,21,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,238,0.001,0.0,113,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,102,0.001,0.0,24720,1,0,0,0.01,0.0,0.0,DOS_ATTACK
151.0,1,0.001,151000.0,79,1,0,0,1.0,0.25,27.81,NORMAL
597.5,2,0.001,1195000.0,80,1,0,0,0.5,0.16,100.89,NORMAL
1005.0,2,0.001,2010000.0,80,1,0,0,0.5,0.17,209.92,NORMAL
18.0,1,0.001,18000.0,21108,0,0,0,1.0,0.26,2.02,PORT_SCAN
0.0,281,0.001,0.0,29946,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,30,0.001,0.0,23,1,0,0,0.03,0.01,0.0,DOS_ATTACK
0.0,276,0.001,0.0,20,1,0,0,0.0,0.0,0.0,DOS_ATTACK
336.4,5,0.001,1682000.0,80,1,0,0,0.2,0.06,19.82,NORMAL
0.0,163,0.001,0.0,23859,1,0,0,0.01,0.0,0.0,DOS_ATTACK
8.0,1,0.001,8000.0,46692,0,0,0,1.0,0.23,1.59,PORT_SCAN
0.0,301,0.001,0.0,29391,1,0,0,0.0,0.0,0.0,DOS_ATTACK
43.75,28,0.001,1225000.0,80,1,0,0,0.04,0.0,11.54,NORMAL
8.0,1,0.001,8000.0,42444,0,0,0,1.0,0.33,2.26,PORT_SCAN
1574.0,1,18.0,87.44,23,1,0,0,18000.0,2433.66,182.66,NORMAL
106.81,16,0.001,1709000.0,80,1,0,0,0.06,0.01,27.14,NORMAL
0.5,2,9235.0,0.0,16385,1,0,0,4617500.0,1127362.93,0.06,PORT_SCAN
0.0,1,0.001,0.0,27123,1,0,0,1.0,0.11,0.0,PORT_SCAN
22.43,46,0.001,1032000.0,43996,0,0,0,0.02,0.0,7.33,DOS_ATTACK
9719.0,1,0.001,9719000.0,80,1,0,0,1.0,0.28,2484.59,NORMAL
28.26,39,0.001,1102000.0,80,1,0,0,0.03,0.01,3.19,NORMAL
0.0,1,0.001,0.0,2877,1,0,0,1.0,0.16,0.0,PORT_SCAN
1776.67,6,0.001,10660000.0,80,1,0,0,0.17,0.05,564.2,NORMAL
0.0,211,0.001,0.0,17459,1,0,0,0.0,0.0,0.0,DOS_ATTACK
1079.0,1,0.001,1079000.0,25,1,0,0,1.0,0.07,234.07,NORMAL
593.5,12,0.001,7122000.0,80,1,0,0,0.08,0.03,68.66,NORMAL
0.0,280,0.001,0.0,6194,1,0,0,0.0,0.0,0.0,DOS_ATTACK
876.0,1,0.001,876000.0,80,1,0,0,1.0,0.09,180.01,NORMAL
64.24,17,0.001,1092000.0,80,1,0,0,0.06,0.0,11.21,NORMAL
616.17,6,0.001,3697000.0,80,1,0,0,0.17,0.03,206.52,NORMAL
1057.0,1,0.001,1057000.0,25,1,0,0,1.0,0.27,235.58,NORMAL
8.0,1,0.001,8000.0,40443,0,0,0,1.0,0.26,2.05,PORT_SCAN
0.0,201,0.001,0.0,8623,1,0,0,0.0,0.0,0.0,DOS_ATTACK
568.33,3,0.001,1705000.0,80,1,0,0,0.33,0.11,109.01,NORMAL
0.0,276,0.001,0.0,113,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,1,0.001,0.0,80,1,0,0,1.0,0.38,0.0,NORMAL
1.24,145,0.001,180000.0,51443,0,1,0,0.01,0.0,0.19,NORMAL
2965.0,1,0.001,2965000.0,80,1,0,0,1.0,0.25,345.49,NORMAL
124.12,8,0.001,993000.0,80,1,0,0,0.12,0.01,14.84,NORMAL
0.0,258,0.001,0.0,17330,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,256,0.001,0.0,59538,1,0,0,0.0,0.0,0.0,DOS_ATTACK
9877.0,1,409.0,24.15,23,1,0,0,409000.0,72124.34,1887.11,NORMAL
73.08,12,0.001,877000.0,80,1,0,0,0.08,0.03,4.67,NORMAL
28.69,26,0.001,746000.0,80,1,0,0,0.04,0.01,5.57,NORMAL
0.0,14,0.001,0.0,80,1,0,0,0.07,0.01,0.0,DOS_ATTACK
6.0,2,0.001,12000.0,20,1,0,0,0.5,0.03,0.37,NORMAL
74.4,30,0.001,2232000.0,80,1,0,0,0.03,0.01,24.79,NORMAL
0.0,138,0.001,0.0,53420,1,0,0,0.01,0.0,0.0,DOS_ATTACK
21.0,4,0.001,84000.0,55287,0,1,0,0.25,0.04,2.41,NORMAL
0.0,300,0.001,0.0,21,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,199,0.001,0.0,65376,1,0,0,0.01,0.0,0.0,DOS_ATTACK
47.73,15,0.001,716000.0,80,1,0,0,0.07,0.01,3.43,NORMAL
0.5,2,36613.0,0.0,2545,1,0,0,18306500.0,3468115.51,0.04,PORT_SCAN
0.0,1,0.001,0.0,21,1,0,0,1.0,0.19,0.0,NORMAL
0.0,144,0.001,0.0,17291,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,104,0.001,0.0,51320,1,0,0,0.01,0.0,0.0,DOS_ATTACK
125.72,18,0.001,2263000.0,80,1,0,0,0.06,0.02,35.15,NORMAL
2845.5,2,0.001,5691000.0,80,1,0,0,0.5,0.06,252.68,NORMAL
76.0,7,0.001,532000.0,80,1,0,0,0.14,0.04,23.86,NORMAL
271.71,7,0.001,1902000.0,80,1,0,0,0.14,0.06,56.28,NORMAL
8.0,1,0.001,8000.0,55297,0,0,0,1.0,0.19,2.61,PORT_SCAN
49.0,3,0.001,147000.0,33133,0,1,0,0.33,0.1,12.93,NORMAL
0.0,74,0.001,0.0,47534,1,0,0,0.01,0.0,0.0,DOS_ATTACK
567.0,1,0.001,567000.0,20,1,0,0,1.0,0.3,89.26,NORMAL
0.0,225,0.001,0.0,5707,1,0,0,0.0,0.0,0.0,DOS_ATTACK
0.0,66,0.001,0.0,23,1,0,0,0.02,0.0,0.0,DOS_ATTACK
5131424.0,1,5043.0,1017.53,20,1,0,0,5043000.0,1467087.26,562727.61,MALWARE_C2
105.71,7,0.001,740000.0,80,1,0,0,0.14,0.05,31.96,NORMAL
8.0,1,0.001,8000.0,65422,0,0,0,1.0,0.38,1.36,PORT_SCAN
0.0,2,0.001,0.0,25,1,0,0,0.5,0.19,0.0,NORMAL
358.25,4,0.001,1433000.0,80,1,0,0,0.25,0.04,25.71,NORMAL
0.0,1,0.001,0.0,1193,1,0,0,1.0,0.22,0.0,PORT_SCAN
10389.0,1,0.001,10389000.0,20,1,0,0,1.0,0.09,2226.95,NORMAL
0.0,139,0.001,0.0,9923,1,0,0,0.01,0.0,0.0,DOS_ATTACK
32.75,28,0.001,917000.0,80,1,0,0,0.04,0.01,10.85,NORMAL
0.0,144,0.001,0.0,38058,1,0,0,0.01,0.0,0.0,DOS_ATTACK
0.0,241,0.001,0.0,50818,1,0,0,0.0,0.0,0.0,DOS_ATTACK
70.93,15,0.001,1064000.0,80,1,0,0,0.07,0.0,9.86,NORMAL
4.85,213,0.001,1032000.0,2332,0,0,0,0.0,0.0,0.94,DOS_ATTACK
8.0,1,0.001,8000.0,20765,0,0,0,1.0,0.05,0.54,PORT_SCAN
